BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
TurnerSS,4,0,2,0,1,1,1,.320,.873
"Freeman, F1B",4,0,1,0,0,3,5,.303,.876
"Smith, W.D.DH",4,1,1,1,0,0,3,.260,.809
"Taylor, ChLF",3,1,0,0,1,2,2,.245,.752
"Turner, J3B",4,1,2,0,0,0,1,.222,.646
"Thompson, TRF",4,0,0,0,0,3,3,.192,.596
Alberto2B,4,0,0,0,0,3,3,.229,.553
BellingerCF,4,0,2,1,0,2,0,.214,.670
"Barnes, AC",3,0,1,1,0,1,1,.194,.719
a-MuncyPH,1,0,0,0,0,1,0,.167,.622
,35,3,9,3,2,16,19,,
