BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,1,0,1,1,2,.265,.780
LindorSS,5,2,2,1,0,1,2,.269,.790
McNeil2B,4,1,1,0,1,0,3,.320,.822
Alonso1B,4,2,1,3,1,1,2,.267,.853
VogelbachDH,5,0,1,1,0,2,2,.235,.789
CanhaLF,3,0,0,0,1,1,1,.264,.769
NaquinRF,4,1,1,1,0,2,2,.242,.747
Escobar3B,3,0,2,0,1,0,0,.240,.726
NidoC,4,0,1,1,0,1,2,.245,.604
,36,7,10,7,5,9,16,,
