BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Reyes, VRF",4,0,0,0,0,0,3,.311,.740
"Castro, WCF",4,1,1,0,0,2,1,.250,.628
"Cabrera, MDH",4,0,2,0,0,1,1,.294,.703
"Báez, JSS",4,0,1,0,0,1,1,.190,.524
GrossmanLF,3,0,0,1,0,2,1,.195,.529
Schoop2B,4,0,1,0,0,0,1,.191,.536
Torkelson1B,3,0,1,0,1,1,1,.181,.569
"Castro, H3B",3,0,0,0,0,0,2,.293,.756
HaaseC,4,0,2,0,0,1,2,.191,.557
,33,1,8,1,1,8,13,,
