Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2019,28,27.5,4.28,,31,28,240,65.0
2020,29,27.5,4.34,,29,11,166,67.0
2021,30,27.3,4.39,1,35,20,287,57.6
2022,31,27.0,4.41,,75,21,366,41.4
