PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 1-0)",6.1,4,1,1,1,8,1,1.42
"Loáisiga(H, 1)",0.2,2,0,0,0,0,0,0.00
"Peralta, Wa(H, 1)",1.1,0,0,0,0,1,0,0.00
Holmes,0.2,0,0,0,0,0,0,0.00
,9.0,6,1,1,1,9,1,
