BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,3,1,0,0,1,3,0,.000,.250
Rizzo1B,4,1,1,2,0,1,0,.250,1.250
Torres2B,3,0,0,0,0,0,0,.000,.000
StantonDH,2,0,0,0,1,0,0,.000,.333
"Cabrera, OLF",3,0,0,0,0,2,1,.000,.000
Donaldson3B,2,0,2,0,1,0,0,1.000,2.000
Kiner-FalefaSS,3,1,1,0,0,0,3,.333,.666
TrevinoC,2,0,0,1,0,1,0,.000,.000
BaderCF,3,1,1,1,0,0,0,.333,1.666
,25,4,5,4,3,7,4,,
