PITCHERS - SF,IP,H,R,ER,BB,SO,HR,ERA
Cobb,4.1,6,4,3,0,4,0,4.82
Leone,0.2,1,0,0,0,1,0,2.25
Alvarez,1.0,0,0,0,0,0,0,2.70
McGee,1.0,0,0,0,0,1,0,2.45
"Rogers, Ty",1.0,0,0,0,0,1,0,1.59
Doval,1.0,0,0,0,2,2,0,4.26
"García, J(L, 1-1)",0.1,1,1,0,1,0,0,0.00
,9.1,8,5,3,3,9,0,
