Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Atlanta Braves,MLB,First Inning,52,47,3,8,2,0,2,6,3,14,0,0,2,.170,.250,.340,.590
Atlanta Braves,MLB,Second Inning,64,60,6,11,1,0,1,3,3,14,0,0,0,.183,.219,.250,.469
Atlanta Braves,MLB,Third Inning,48,46,7,13,3,0,4,7,1,16,0,0,0,.283,.292,.609,.901
Atlanta Braves,MLB,Fourth Inning,69,65,9,14,3,0,4,8,3,16,0,0,0,.215,.246,.446,.692
Atlanta Braves,MLB,Fifth Inning,51,49,9,15,2,0,4,7,2,14,0,0,0,.306,.333,.592,.925
Atlanta Braves,MLB,Sixth Inning,65,58,7,10,1,0,1,7,7,15,0,1,0,.172,.262,.241,.503
Atlanta Braves,MLB,Seventh Inning,58,55,7,11,3,0,2,4,3,15,1,0,0,.200,.241,.364,.605
Atlanta Braves,MLB,Eighth Inning,57,49,5,11,1,0,4,11,7,9,1,0,0,.224,.316,.490,.806
Atlanta Braves,MLB,Ninth Inning,35,33,2,11,2,0,1,2,2,7,0,0,0,.333,.371,.485,.856
Atlanta Braves,MLB,Extra Innings,8,8,1,2,1,0,0,1,0,2,0,0,0,.250,.250,.375,.625
