PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Urquidy(L, 1-1)",4.0,8,6,6,1,2,1,7.00
Mushinski,1.0,0,0,0,0,1,0,0.00
Blanco,1.0,2,1,1,0,0,0,7.71
"Taylor, B",1.0,0,0,0,1,0,0,0.00
Stanek,1.0,0,0,0,0,0,0,4.50
,8.0,10,7,7,2,3,1,
