BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,3,1,1,0,2,2,0,.314,1.117
Rizzo1B,4,0,2,0,0,0,4,.226,.833
Torres2B,3,0,1,1,0,1,1,.254,.760
Donaldson3B,4,0,0,0,0,2,3,.228,.701
StantonDH,4,0,0,0,0,3,3,.211,.745
"Cabrera, OLF",4,0,1,0,0,1,0,.234,.702
BaderCF,4,0,0,0,0,3,2,.255,.665
Kiner-FalefaSS,3,1,1,1,1,0,1,.265,.652
TrevinoC,4,0,0,0,0,2,3,.252,.672
,33,2,6,2,3,14,17,,
