Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2010,CLE,AL,C,40,40,340.0,270,245,22,3,2,,.989
2010,CLE,AL,DH,5,5,0.0,0,0,0,0,0,,.000
2011,CLE,AL,C,95,88,786.1,630,580,43,7,4,,.989
2011,CLE,AL,1B,66,63,565.0,669,622,43,4,43,,.994
2011,CLE,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2012,CLE,AL,C,100,95,851.1,700,628,65,7,3,,.990
2012,CLE,AL,1B,21,20,162.2,175,160,13,2,21,,.989
2012,CLE,AL,LF,1,0,4.0,2,2,0,0,0,,1.000
2012,CLE,AL,DH,27,27,0.0,0,0,0,0,0,,.000
2013,CLE,AL,C,84,81,712.2,731,694,33,4,2,,.995
2013,CLE,AL,1B,29,24,215.0,195,185,9,1,29,,.995
2013,CLE,AL,DH,47,47,0.0,0,0,0,0,0,,.000
2014,CLE,AL,C,11,10,93.0,104,94,10,0,1,,1.000
2014,CLE,AL,1B,94,93,851.0,911,842,64,5,71,,.995
2014,CLE,AL,3B,26,26,225.2,66,25,35,6,3,,.909
2014,CLE,AL,DH,22,22,0.0,0,0,0,0,0,,.000
2015,CLE,AL,1B,132,132,1157.0,1141,1061,77,3,110,,.997
2015,CLE,AL,DH,21,21,0.0,0,0,0,0,0,,.000
2016,CLE,AL,1B,64,62,556.2,571,513,53,5,48,,.991
2016,CLE,AL,DH,92,92,0.0,0,0,0,0,0,,.000
2017,CLE,AL,1B,140,139,1225.2,1155,1055,95,5,129,,.996
2017,CLE,AL,RF,7,7,53.0,10,9,1,0,1,,1.000
2017,CLE,AL,DH,7,7,0.0,0,0,0,0,0,,.000
2018,PHI,NL,1B,149,141,1275.0,1253,1167,76,10,114,,.992
2018,PHI,NL,3B,19,16,119.0,39,9,29,1,3,,.974
2019,CLE,AL,1B,135,135,1185.2,1034,951,73,10,77,,.990
2019,CLE,AL,DH,23,23,0.0,0,0,0,0,0,,.000
2020,CLE,AL,1B,60,60,531.0,453,413,36,4,44,,.991
2021,KC,AL,1B,136,136,1167.0,1058,1001,50,7,117,,.993
2021,KC,AL,DH,19,19,0.0,0,0,0,0,0,,.000
2022,KC,AL,1B,42,42,370.0,358,330,26,2,31,,.994
2022,KC,AL,DH,10,9,0.0,0,0,0,0,0,,.000
2022,SEA,AL,1B,34,32,285.1,267,243,24,0,23,,1.000
2022,SEA,AL,DH,40,38,0.0,0,0,0,0,0,,.000
2022,SEA,AL,RF,1,0,1.0,0,0,0,0,0,,.000
2022,2 Teams,,1B,76,74,655.1,625,573,50,2,54,,.997
2022,2 Teams,,DH,50,47,0.0,0,0,0,0,0,,.000
13 Seasons,CLE,AL,C,330,314,2783.1,2435,2241,173,21,12,,.991
,4 Teams,,1B,1102,1079,9547.0,9240,8543,639,58,857,,.994
,2 Teams,,3B,45,42,344.2,105,34,64,7,6,,.933
,CLE,AL,LF,1,0,4.0,2,2,0,0,0,,1.000
,2 Teams,,RF,8,7,54.0,10,9,1,0,1,,1.000
,3 Teams,,DH,314,311,0.0,0,0,0,0,0,,.000
