Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2005,GCL Dodgers,GCL,ROK,C,3,0,4.0,4,3,1,0,0,,1.000
2005,GCL Dodgers,GCL,ROK,2B,2,0,9.0,5,1,4,0,0,,1.000
2005,GCL Dodgers,GCL,ROK,3B,14,9,94.0,45,16,27,2,4,,.956
2005,GCL Dodgers,GCL,ROK,LF,5,5,40.0,6,6,0,0,0,,1.000
2005,GCL Dodgers,GCL,ROK,RF,2,0,6.0,2,2,0,0,0,,1.000
2005,GCL Dodgers,GCL,ROK,DH,5,5,0.0,0,0,0,0,0,,.000
2006,2 Teams,,Minors,3B,38,36,316.0,86,20,54,12,6,,.860
2006,2 Teams,,Minors,3B,38,36,316.0,86,20,54,12,6,,.860
2006,2 Teams,,Minors,3B,38,36,316.0,86,20,54,12,6,,.860
2006,Ogden Raptors,PIO,ROK,3B,6,6,53.0,8,2,6,0,0,,1.000
2006,Ogden Raptors,PIO,ROK,RF,31,31,272.2,66,57,7,2,2,,.970
2006,Vero Beach Dodgers,FSL,A(Adv),3B,32,30,263.0,78,18,48,12,6,,.846
2006,Vero Beach Dodgers,FSL,A(Adv),LF,21,21,181.0,31,28,1,2,0,,.935
2006,Vero Beach Dodgers,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2007,Great Lakes Loons,MID,A(Full),C,67,65,554.2,537,474,50,13,10,,.976
2007,Great Lakes Loons,MID,A(Full),3B,5,5,46.1,17,3,11,3,0,,.824
2007,Great Lakes Loons,MID,A(Full),RF,4,4,36.1,12,9,0,3,0,,.750
2007,Great Lakes Loons,MID,A(Full),DH,11,11,0.0,0,0,0,0,0,,.000
2008,3 Teams,,Minors,C,106,102,888.2,862,764,79,19,10,,.978
2008,3 Teams,,Minors,DH,22,22,0.0,0,0,0,0,0,,.000
2008,3 Teams,,Minors,C,106,102,888.2,862,764,79,19,10,,.978
2008,3 Teams,,Minors,DH,22,22,0.0,0,0,0,0,0,,.000
2008,3 Teams,,Minors,C,106,102,888.2,862,764,79,19,10,,.978
2008,3 Teams,,Minors,DH,22,22,0.0,0,0,0,0,0,,.000
2008,Inland Empire 66ers,CAL,A(Adv),C,80,77,673.2,632,563,53,16,8,,.975
2008,Inland Empire 66ers,CAL,A(Adv),1B,2,0,4.1,6,4,1,1,1,,.833
2008,Inland Empire 66ers,CAL,A(Adv),2B,1,0,0.0,0,0,0,0,0,,.000
2008,Inland Empire 66ers,CAL,A(Adv),3B,1,1,8.0,2,0,2,0,0,,1.000
2008,Inland Empire 66ers,CAL,A(Adv),RF,3,3,19.0,6,5,1,0,1,,1.000
2008,Inland Empire 66ers,CAL,A(Adv),DH,17,17,0.0,0,0,0,0,0,,.000
2008,Kinston Indians,CAR,A(Adv),C,25,24,207.0,218,189,26,3,2,,.986
2008,Kinston Indians,CAR,A(Adv),DH,4,4,0.0,0,0,0,0,0,,.000
2008,2 Teams,,A(Adv),C,105,101,880.2,850,752,79,19,10,,.978
2008,2 Teams,,A(Adv),DH,21,21,0.0,0,0,0,0,0,,.000
2008,Akron Aeros,EAS,AA,C,1,1,8.0,12,12,0,0,0,,1.000
2008,Akron Aeros,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2009,Akron Aeros,EAS,AA,C,94,94,792.0,743,682,52,9,5,,.988
2009,Akron Aeros,EAS,AA,DH,35,34,0.0,0,0,0,0,0,,.000
2010,Columbus Clippers,INT,AAA,C,45,45,393.2,371,348,20,3,2,,.992
2010,Columbus Clippers,INT,AAA,DH,11,11,0.0,0,0,0,0,0,,.000
2012,Lake County Captains,MID,A(Full),DH,1,1,0.0,0,0,0,0,0,,.000
,GCL Dodgers,GCL,ROK,C,3,0,4.0,4,3,1,0,0,,1.000
,GCL Dodgers,GCL,ROK,2B,2,0,9.0,5,1,4,0,0,,1.000
,2 Teams,,ROK,3B,20,15,147.0,53,18,33,2,4,,.962
,GCL Dodgers,GCL,ROK,LF,5,5,40.0,6,6,0,0,0,,1.000
,2 Teams,,ROK,RF,33,31,278.2,68,59,7,2,2,,.971
,GCL Dodgers,GCL,ROK,DH,5,5,0.0,0,0,0,0,0,,.000
,Columbus Clippers,INT,AAA,C,45,45,393.2,371,348,20,3,2,,.992
,Columbus Clippers,INT,AAA,DH,11,11,0.0,0,0,0,0,0,,.000
,Akron RubberDucks,EAS,AA,C,95,95,800.0,755,694,52,9,5,,.988
,Akron RubberDucks,EAS,AA,DH,36,35,0.0,0,0,0,0,0,,.000
