Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
,2 Teams,,A+,C,105,101,880.2,850,752,79,19,10,,.978
,Inland Empire 66ers,CAL,A+,1B,2,0,4.1,6,4,1,1,1,,.833
,Inland Empire 66ers,CAL,A+,2B,1,0,0.0,0,0,0,0,0,,.000
,2 Teams,,A+,3B,33,31,271.0,80,18,50,12,6,,.850
,Inland Empire 66ers,CAL,A+,RF,3,3,19.0,6,5,1,0,1,,1.000
,3 Teams,,A+,DH,22,22,0.0,0,0,0,0,0,,.000
,Vero Beach Devil Rays,FSL,A+,LF,21,21,181.0,31,28,1,2,0,,.935
,2 Teams,,A,DH,12,12,0.0,0,0,0,0,0,,.000
,Great Lakes Loons,MID,A,C,67,65,554.2,537,474,50,13,10,,.976
,Great Lakes Loons,MID,A,3B,5,5,46.1,17,3,11,3,0,,.824
,Great Lakes Loons,MID,A,RF,4,4,36.1,12,9,0,3,0,,.750
,4 Teams,,Minors,C,210,205,1752.1,1667,1519,123,25,17,,.985
,1 Teams,,Minors,1B,2,0,4.1,6,4,1,1,1,,.833
,2 Teams,,Minors,2B,3,0,9.0,5,1,4,0,0,,1.000
,1 Teams,,Minors,3B,5,5,46.1,17,3,11,3,0,,.824
,2 Teams,,Minors,LF,26,26,221.0,37,34,1,2,0,,.946
,2 Teams,,Minors,RF,7,7,55.1,18,14,1,3,1,,.833
,3 Teams,,Minors,DH,52,51,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,C,210,205,1752.1,1667,1519,123,25,17,,.985
,1 Teams,,Minors,1B,2,0,4.1,6,4,1,1,1,,.833
,2 Teams,,Minors,2B,3,0,9.0,5,1,4,0,0,,1.000
,1 Teams,,Minors,3B,5,5,46.1,17,3,11,3,0,,.824
,2 Teams,,Minors,LF,26,26,221.0,37,34,1,2,0,,.946
,2 Teams,,Minors,RF,7,7,55.1,18,14,1,3,1,,.833
,3 Teams,,Minors,DH,52,51,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,C,210,205,1752.1,1667,1519,123,25,17,,.985
,1 Teams,,Minors,1B,2,0,4.1,6,4,1,1,1,,.833
,2 Teams,,Minors,2B,3,0,9.0,5,1,4,0,0,,1.000
,1 Teams,,Minors,3B,5,5,46.1,17,3,11,3,0,,.824
,2 Teams,,Minors,LF,26,26,221.0,37,34,1,2,0,,.946
,2 Teams,,Minors,RF,7,7,55.1,18,14,1,3,1,,.833
Career Minors,3 Teams,,,DH,52,51,0.0,0,0,0,0,0,,.000
