Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2021,TB,AL,P,25,25,123.1,15,1,14,0,0,,1.000
2022,TB,AL,P,28,28,166.1,14,1,12,1,1,,.929
2 Seasons,TB,AL,P,53,53,289.2,29,2,26,1,1,,.966
