Season,Team,Pos,PA,Depth (ft.),Angle
2016,CHC,7,23,298,-27
2017,CHC,7,3457,295,-27
2018,CHC,7,3990,298,-27
2019,CHC,7,4896,296,-28
2020,CHC,7,1507,297,-28
2021,WSH,7,2477,303,-27
2021,BOS,3,322,112,35
2021,BOS,7,534,298,-27
2022,PHI,7,4883,298,-27
