PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(W, 14-5)",7.1,7,2,2,0,6,1,3.83
"Trivino(S, 11)",1.2,1,0,0,0,1,0,4.61
,9.0,8,2,2,0,7,1,
