BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,4,2,2,1,0,0,3,.263,.810
BichetteSS,4,0,1,0,0,2,1,.284,.798
GuerreroDH,4,0,1,1,0,1,0,.276,.817
KirkC,4,0,1,0,0,1,0,.292,.802
1-ZimmerPR,0,0,0,0,0,0,0,.128,.464
"Chapman, M3B",4,0,0,0,0,0,1,.233,.770
"Hernández, TRF",3,0,0,0,0,2,0,.259,.783
"Tapia, RLF",3,0,1,0,0,0,0,.263,.666
Merrifield2B,3,0,1,0,0,0,1,.238,.646
Biggio1B,3,0,1,0,0,1,1,.203,.676
,32,2,8,2,0,7,7,,
