PITCHERS - TOR,IP,H,R,ER,BB,SO,HR,ERA
"Berríos(L, 11-7)",5.1,9,5,5,2,7,0,5.37
Pop,0.2,1,0,0,1,0,0,2.92
Phelps,1.1,1,0,0,1,3,0,2.92
Bass,1.2,0,0,0,0,3,0,1.47
,9.0,11,5,5,4,13,0,
