Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Indianapolis Indians,Triple-A,No Outs,,,,2,,,3.2,16,4,,,0,1,3,1.36
Altoona Curve,Double-A,No Outs,,,,1,,,1.1,5,1,,,0,0,1,0.75
Bradenton Marauders,Class A Advanced,No Outs,,,,1,,,1.1,5,2,,,0,0,1,1.50
Indianapolis Indians,Triple-A,One Out,,,,2,,,3.2,14,2,,,0,0,4,0.55
Altoona Curve,Double-A,One Out,,,,1,,,1.1,4,0,,,0,0,1,0.00
Bradenton Marauders,Class A Advanced,One Out,,,,1,,,0.2,2,0,,,0,0,1,0.00
Indianapolis Indians,Triple-A,Two Outs,,,,2,,,3.1,15,4,,,0,1,4,1.50
Altoona Curve,Double-A,Two Outs,,,,1,,,1.1,5,1,,,1,0,2,0.75
Bradenton Marauders,Class A Advanced,Two Outs,,,,1,,,1.0,6,3,,,0,0,0,3.00
