Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,Batting First,328,298,,74,19,1,4,31,26,50,,,0,.248,.305,.359,.664
Toronto Blue Jays,MLB,Batting First,15,15,,4,0,0,0,0,0,3,,,0,.267,.267,.267,.534
Kansas City Royals,MLB,Batting Second,56,51,,9,3,0,1,5,4,6,,,0,.176,.232,.294,.526
Toronto Blue Jays,MLB,Batting Fourth,2,2,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Kansas City Royals,MLB,Batting Fifth,12,10,,1,0,0,0,2,0,1,,,0,.100,.083,.100,.183
Kansas City Royals,MLB,Batting Sixth,16,16,,3,1,0,0,2,0,3,,,0,.188,.188,.250,.438
Toronto Blue Jays,MLB,Batting Seventh,25,20,,4,0,0,1,1,5,2,,,0,.200,.360,.350,.710
Toronto Blue Jays,MLB,Batting Eighth,56,55,,18,3,0,4,12,1,11,,,0,.327,.339,.600,.939
Kansas City Royals,MLB,Batting Eighth,8,8,,5,0,0,1,2,0,1,,,0,.625,.625,1.000,1.625
Toronto Blue Jays,MLB,Batting Ninth,32,29,,8,2,0,0,3,2,8,,,0,.276,.313,.345,.658
