Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,April,84,78,4,11,3,0,0,4,5,11,3,0,0,.141,.190,.179,.369
Kansas City Royals,MLB,May,132,121,19,32,8,0,3,20,7,19,4,1,0,.264,.295,.405,.700
Kansas City Royals,MLB,June,116,103,13,26,5,0,0,8,11,18,4,0,0,.252,.319,.301,.620
Kansas City Royals,MLB,July,84,77,14,22,7,1,2,9,7,13,4,2,0,.286,.345,.481,.826
Toronto Blue Jays,MLB,August,58,53,7,11,0,0,1,2,5,12,1,0,0,.208,.276,.264,.540
Kansas City Royals,MLB,August,4,4,1,1,0,0,1,1,0,0,0,0,0,.250,.250,1.000,1.250
Toronto Blue Jays,MLB,September,53,49,9,15,4,0,3,10,3,10,0,1,0,.306,.340,.571,.911
Toronto Blue Jays,MLB,October,19,19,3,8,1,0,1,4,0,2,0,1,0,.421,.421,.632,1.053
Kansas City Royals,MLB,Pre All-Star,373,338,45,81,18,1,5,36,28,54,14,2,0,.240,.292,.343,.635
Kansas City Royals,MLB,Post All-Star,47,45,6,11,5,0,1,6,2,7,1,1,0,.244,.277,.422,.699
Toronto Blue Jays,MLB,Post All-Star,130,121,19,34,5,0,5,16,8,24,1,2,0,.281,.323,.446,.769
