Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,First Inning,87,87,15,25,7,0,2,2,0,17,3,0,0,.287,.287,.437,.724
Toronto Blue Jays,MLB,First Inning,3,3,0,1,0,0,0,0,0,1,0,0,0,.333,.333,.333,.666
Toronto Blue Jays,MLB,Second Inning,18,14,2,3,0,0,1,5,3,6,0,0,0,.214,.333,.429,.762
Kansas City Royals,MLB,Second Inning,21,20,3,6,3,0,0,5,0,5,2,0,0,.300,.286,.450,.736
Kansas City Royals,MLB,Third Inning,67,59,8,16,4,0,1,5,7,8,4,1,0,.271,.343,.390,.733
Toronto Blue Jays,MLB,Third Inning,16,16,3,7,1,0,2,2,0,2,0,0,0,.438,.438,.875,1.313
Toronto Blue Jays,MLB,Fourth Inning,16,16,0,3,0,0,0,1,0,3,1,0,0,.188,.188,.188,.376
Kansas City Royals,MLB,Fourth Inning,34,33,0,8,2,0,0,5,1,6,2,0,0,.242,.265,.303,.568
Kansas City Royals,MLB,Fifth Inning,46,42,3,5,0,0,0,3,4,8,1,0,0,.119,.196,.119,.315
Toronto Blue Jays,MLB,Fifth Inning,16,16,2,2,0,0,0,0,0,6,0,0,0,.125,.125,.125,.250
Toronto Blue Jays,MLB,Sixth Inning,17,17,3,5,1,0,0,1,0,1,0,0,0,.294,.294,.353,.647
Kansas City Royals,MLB,Sixth Inning,37,32,7,10,0,0,2,3,5,1,1,0,0,.313,.405,.500,.905
Kansas City Royals,MLB,Seventh Inning,51,42,5,11,3,0,0,9,5,4,0,2,0,.262,.314,.333,.647
Toronto Blue Jays,MLB,Seventh Inning,15,13,3,7,2,0,1,5,2,2,0,1,0,.538,.600,.923,1.523
Kansas City Royals,MLB,Eighth Inning,41,36,5,5,3,0,1,8,4,7,0,0,0,.139,.220,.306,.526
Toronto Blue Jays,MLB,Eighth Inning,18,18,3,4,1,0,0,0,0,1,0,1,0,.222,.222,.278,.500
Kansas City Royals,MLB,Ninth Inning,33,29,3,5,0,1,0,1,4,3,2,0,0,.172,.273,.241,.514
Toronto Blue Jays,MLB,Ninth Inning,10,7,2,2,0,0,1,2,3,1,0,0,0,.286,.500,.714,1.214
Toronto Blue Jays,MLB,Extra Innings,1,1,1,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Kansas City Royals,MLB,Extra Innings,3,3,2,1,1,0,0,1,0,2,0,0,0,.333,.333,.667,1.000
