PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
McCullers Jr.,6.0,2,0,0,2,7,0,0.00
Neris,1.0,0,0,0,0,2,0,0.00
Montero,1.0,1,0,0,0,2,0,0.00
Pressly,1.0,1,0,0,0,1,0,0.00
"Abreu, B",1.0,0,0,0,0,2,0,0.00
Stanek,1.0,0,0,0,0,1,0,0.00
"Brown, H",2.0,1,0,0,1,1,0,0.00
"Garcia, L(W, 1-0)",5.0,2,0,0,0,6,0,0.00
,18.0,7,0,0,3,22,0,
