BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",7,0,1,0,1,3,1,.217,.792
France1B,7,0,1,0,0,2,2,.231,.528
"Suárez, E3B",4,0,1,0,0,0,1,.350,.981
"1-Moore, DPR-3B",3,0,0,0,0,2,0,.143,.476
RaleighC,6,0,0,0,1,3,1,.227,.701
HanigerRF,5,0,1,0,1,3,0,.238,.666
SantanaDH,7,0,2,0,0,2,5,.227,.747
2-TrammellPR-DH,0,0,0,0,0,0,0,.000,.000
Frazier2B,7,0,0,0,0,2,6,.217,.511
KelenicLF,7,0,0,0,0,4,2,.118,.229
"Crawford, JSS",7,0,1,0,0,1,0,.190,.721
,60,0,7,0,3,22,18,,
