Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Scranton/Wilkes-Barre RailRiders,Triple-A,vs Left,2,2,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
Scranton/Wilkes-Barre RailRiders,Triple-A,vs Right,17,14,,2,0,0,1,2,3,6,,,0,.143,.294,.357,.651
