BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
McKinstry2B-3B,4,0,0,0,0,2,0,.167,.513
"Suzuki, SRF",4,2,2,1,0,1,0,.264,.773
"Reyes, FDH",4,0,1,1,0,2,0,.235,.666
HappLF,4,0,0,0,0,1,1,.272,.797
HoernerSS,4,1,2,0,0,0,0,.285,.742
HigginsC,1,0,1,1,0,0,0,.228,.696
1-HermosilloPR,0,0,0,0,0,0,0,.071,.364
Rivas1B,3,0,1,0,1,2,2,.244,.654
"Velazquez, NCF",2,0,0,0,0,1,1,.204,.656
a-OrtegaPH-CF,2,0,0,0,0,2,3,.230,.665
Bote3B,2,0,0,0,0,2,0,.246,.657
b-MadrigalPH-2B,1,0,0,0,0,1,2,.251,.593
,31,3,7,3,1,14,9,,
