PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Scherzer(L, 9-4)",7.0,4,1,1,1,11,0,2.27
"Rodríguez, J",1.0,1,0,0,0,0,0,4.97
Givens,1.0,2,0,0,1,0,0,4.06
,9.0,7,1,1,2,11,0,
