Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,State College Spikes,NYP,A(Short),C,45,43,378.1,354,309,42,3,3,,.992
2013,State College Spikes,NYP,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
2014,Palm Beach Cardinals,FSL,A(Adv),1B,82,81,712.1,747,688,45,14,74,,.981
2014,Palm Beach Cardinals,FSL,A(Adv),3B,1,0,0.1,0,0,0,0,0,,.000
2014,Palm Beach Cardinals,FSL,A(Adv),DH,11,11,0.0,0,0,0,0,0,,.000
2015,Palm Beach Cardinals,FSL,A(Adv),1B,118,118,1038.2,1103,1024,63,16,112,,.985
2015,Palm Beach Cardinals,FSL,A(Adv),DH,12,12,0.0,0,0,0,0,0,,.000
2016,Springfield Cardinals,TEX,AA,1B,104,99,886.2,881,805,68,8,77,,.991
2016,Springfield Cardinals,TEX,AA,LF,12,12,102.2,25,23,2,0,0,,1.000
2016,Springfield Cardinals,TEX,AA,DH,18,17,0.0,0,0,0,0,0,,.000
2017,Memphis Redbirds,PCL,AAA,1B,62,62,538.0,532,485,42,5,34,,.991
2017,Memphis Redbirds,PCL,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
2018,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,1B,61,59,512.2,453,406,40,7,41,,.985
2018,Springfield Cardinals,TEX,AA,1B,2,2,15.0,10,8,2,0,0,,1.000
2018,Memphis Redbirds,PCL,AAA,1B,56,54,471.2,420,378,37,5,40,,.988
2018,Memphis Redbirds,PCL,AAA,LF,1,1,9.0,1,1,0,0,0,,1.000
2018,Memphis Redbirds,PCL,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
2018,Scranton/Wilkes-Barre RailRiders,INT,AAA,1B,3,3,26.0,23,20,1,2,1,,.913
2018,Scranton/Wilkes-Barre RailRiders,INT,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
2018,2 Teams,,AAA,1B,59,57,497.2,443,398,38,7,41,,.984
2018,2 Teams,,AAA,DH,12,12,0.0,0,0,0,0,0,,.000
2019,Scranton/Wilkes-Barre RailRiders,INT,AAA,1B,3,3,23.0,20,19,1,0,1,,1.000
2019,Scranton/Wilkes-Barre RailRiders,INT,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,DH,4,4,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,1B,10,10,72.0,62,56,4,2,6,,.968
2021,Somerset Patriots,EAS,AA,1B,4,4,35.0,26,24,2,0,2,,1.000
2021,Somerset Patriots,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2021,Scranton/Wilkes-Barre RailRiders,INT,AAA,1B,6,6,37.0,36,32,2,2,4,,.944
2021,Scranton/Wilkes-Barre RailRiders,INT,AAA,DH,3,3,0.0,0,0,0,0,0,,.000
2022,El Paso Chihuahuas,PCL,AAA,1B,1,1,8.0,5,5,0,0,0,,1.000
2022,El Paso Chihuahuas,PCL,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
,3 Teams,,AAA,1B,131,129,1103.2,1036,939,83,14,80,,.986
,Memphis Redbirds,INT,AAA,LF,1,1,9.0,1,1,0,0,0,,1.000
,3 Teams,,AAA,DH,25,25,0.0,0,0,0,0,0,,.000
,2 Teams,,AA,1B,110,105,936.2,917,837,72,8,79,,.991
,Springfield Cardinals,TEX,AA,LF,12,12,102.2,25,23,2,0,0,,1.000
,2 Teams,,AA,DH,19,18,0.0,0,0,0,0,0,,.000
,Palm Beach Cardinals,FSL,A+,1B,200,199,1751.0,1850,1712,108,30,186,,.984
,Palm Beach Cardinals,FSL,A+,3B,1,0,0.1,0,0,0,0,0,,.000
,Palm Beach Cardinals,FSL,A+,DH,23,23,0.0,0,0,0,0,0,,.000
,State College Spikes,,A(Short),C,45,43,378.1,354,309,42,3,3,,.992
,State College Spikes,,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
,1 Teams,,Minors,C,45,43,378.1,354,309,42,3,3,,.992
,1 Teams,,Minors,1B,200,199,1751.0,1850,1712,108,30,186,,.984
,1 Teams,,Minors,3B,1,0,0.1,0,0,0,0,0,,.000
,2 Teams,,Minors,LF,13,13,111.2,26,24,2,0,0,,1.000
Career Minors,2 Teams,,,DH,24,24,0.0,0,0,0,0,0,,.000
