BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Rizzo1B,3,0,0,0,1,0,2,.231,.894
JudgeRF,4,0,0,0,0,2,3,.156,.526
StantonLF,4,0,1,0,0,1,1,.179,.690
Torres2B,3,0,0,0,1,2,1,.133,.345
CarpenterDH,4,0,1,0,0,2,2,.091,.182
BaderCF,3,0,1,0,1,1,1,.280,1.160
Donaldson3B,3,0,0,0,1,2,4,.200,.615
"Cabrera, OSS",2,0,0,0,1,1,0,.083,.370
TrevinoC,3,0,0,0,0,0,2,.056,.109
,29,0,3,0,5,11,16,,
