PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Strider(W, 9-4)",8.0,2,0,0,0,16,0,2.67
"Jansen(S, 31)",1.0,0,0,0,0,0,0,3.62
,9.0,2,0,0,0,16,0,
