BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
RefsnyderRF,4,1,1,0,1,3,1,.333,.933
Devers3B,4,1,1,2,1,0,1,.326,.983
MartinezDH,5,0,2,0,0,1,1,.308,.864
BogaertsSS,5,1,2,0,0,1,3,.318,.849
VerdugoLF,5,0,0,0,0,0,4,.264,.686
VázquezC,5,1,1,1,0,1,3,.279,.746
Dalbec1B,5,1,2,1,0,2,2,.208,.637
Bradley Jr.CF,4,0,0,0,0,0,1,.203,.544
"Downs, Jet2B",4,0,0,0,0,3,1,.158,.348
,41,5,9,4,2,11,17,,
