Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Bowling Green Hot Rods,Class A,April,1,3,4.71,5,5,0,21.0,91,16,12,11,1,16,30,1.52
Bowling Green Hot Rods,Class A,May,3,0,2.33,5,4,0,27.0,113,19,8,7,1,14,38,1.22
Charlotte Stone Crabs,Class A Advanced,June,2,0,0.48,3,3,0,18.2,71,11,1,1,1,3,20,0.75
Bowling Green Hot Rods,Class A,June,0,1,3.60,1,1,0,5.0,19,3,2,2,1,1,6,0.80
Charlotte Stone Crabs,Class A Advanced,July,3,1,2.10,5,4,0,25.2,101,18,9,6,0,5,30,0.90
Montgomery Biscuits,Double-A,August,1,0,6.00,3,3,0,15.0,67,19,10,10,3,4,19,1.53
Charlotte Stone Crabs,Class A Advanced,August,1,0,1.80,1,1,0,5.0,19,4,1,1,0,0,9,0.80
Montgomery Biscuits,Double-A,September,0,1,18.90,1,1,0,3.1,23,11,8,7,0,2,2,3.90
