BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,4,1,2,0,0,0,1,.281,.723
"Rosario, ASS",4,1,2,2,0,1,1,.280,.712
"Ramírez, Jo3B",3,0,1,2,1,0,1,.287,.941
"Reyes, FDH",4,0,1,0,0,1,3,.223,.639
Gimenez2B,3,0,1,0,0,0,1,.297,.829
"Jones, NRF",3,0,0,0,0,1,1,.438,1.276
"Miller, O1B",3,0,0,0,0,1,1,.244,.663
HedgesC,3,1,1,0,0,0,0,.157,.478
StrawCF,2,1,0,0,1,0,1,.210,.561
,29,4,8,4,2,4,10,,
