BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,0,1,0,0,1,0,.250,.700
JudgeDH,4,1,2,1,0,1,0,.309,1.045
Rizzo1B,4,0,0,0,0,1,2,.213,.798
Torres2B,4,1,3,1,0,1,2,.243,.749
AndújarLF,4,0,2,0,0,0,3,.286,.607
"Hicks, ACF",4,0,0,0,0,1,4,.200,.559
Kiner-FalefaSS,4,0,1,0,0,0,3,.258,.605
HigashiokaC,2,0,0,0,0,2,3,.164,.427
a-CarpenterPH,1,0,0,0,0,1,0,.111,.777
TrevinoC,1,0,0,0,0,0,0,.236,.633
GalloRF,4,0,0,0,0,1,3,.167,.570
,36,2,9,2,0,9,20,,
