BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",4,1,2,3,0,0,0,.245,.700
BogaertsSS,4,0,0,0,0,2,1,.313,.842
VerdugoLF,4,0,1,0,0,2,0,.269,.683
MartinezDH,4,0,1,0,0,1,1,.288,.812
Arroyo3B,4,0,1,0,0,0,1,.254,.717
CorderoRF,4,0,0,0,0,1,2,.219,.661
Bradley Jr.RF,0,0,0,0,0,0,0,.210,.578
Dalbec1B,2,2,1,0,1,1,0,.205,.642
Sanchez2B,3,0,0,0,0,1,2,.069,.251
PlaweckiC,3,0,0,0,0,0,2,.175,.517
,32,3,6,3,1,8,9,,
