PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Eovaldi(W, 5-3)",6.1,5,2,0,2,6,0,4.11
"Schreiber(H, 16)",1.2,1,0,0,1,2,0,1.55
"Houck(S, 7)",1.0,0,0,0,0,1,0,3.24
,9.0,6,2,0,3,9,0,
