Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2022,KC,AL,632,253,241,0,5,.295,57,12,105,2331,3.688,.214,.032,.222,.174,3,0
1 Season,KC,AL,632,253,241,0,5,.295,57,12,105,2331,3.688,.214,.032,.222,.174,3,0
