,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2022,KC,AL,150,632,591,82,150,31,6,20,80,30,135,30,7,6,.254,.294,.428,.722
,1 Season,KC,AL,150,632,591,82,150,31,6,20,80,30,135,30,7,6,.254,.294,.428,.722
