Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,First Inning,131,122,15,24,6,2,2,8,6,30,8,3,2,.197,.244,.328,.572
Kansas City Royals,MLB,Second Inning,26,25,2,7,1,0,1,2,1,4,1,1,0,.280,.308,.440,.748
Kansas City Royals,MLB,Third Inning,87,84,14,28,6,3,5,24,1,12,4,0,2,.333,.356,.655,1.011
Kansas City Royals,MLB,Fourth Inning,62,61,3,12,0,0,2,4,1,15,2,0,0,.197,.210,.295,.505
Kansas City Royals,MLB,Fifth Inning,61,56,10,16,4,0,1,8,4,12,1,2,0,.286,.328,.411,.739
Kansas City Royals,MLB,Sixth Inning,77,71,14,17,5,0,2,8,5,11,4,0,0,.239,.286,.394,.680
Kansas City Royals,MLB,Seventh Inning,73,72,14,15,3,0,5,12,1,20,3,0,0,.208,.219,.458,.677
Kansas City Royals,MLB,Eighth Inning,72,63,7,21,5,1,1,11,6,20,7,0,1,.333,.389,.492,.881
Kansas City Royals,MLB,Ninth Inning,36,31,3,9,1,0,1,3,4,9,0,1,1,.290,.389,.419,.808
Kansas City Royals,MLB,Extra Innings,7,6,0,1,0,0,0,0,1,2,0,0,0,.167,.286,.167,.453
