Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Omaha Storm Chasers,Triple-A,Bases Empty,166,148,,46,16,0,11,11,16,37,,,2,.311,.386,.642,1.028
Northwest Arkansas Naturals,Double-A,Bases Empty,137,120,,35,4,4,10,10,15,45,,,2,.292,.380,.642,1.022
Omaha Storm Chasers,Triple-A,Bases Loaded,4,3,,1,0,0,1,5,0,1,,,0,.333,.250,1.333,1.583
Northwest Arkansas Naturals,Double-A,Bases Loaded,10,8,,2,0,0,0,8,0,1,,,0,.250,.200,.250,.450
Omaha Storm Chasers,Triple-A,Runner at 1st,39,36,,7,3,0,2,6,2,9,,,0,.194,.237,.444,.681
Northwest Arkansas Naturals,Double-A,Runner at 1st,54,47,,15,5,0,2,5,5,7,,,2,.319,.407,.553,.960
Omaha Storm Chasers,Triple-A,Runners at 1st & 2nd,18,16,,4,1,0,1,5,2,7,,,0,.250,.333,.500,.833
Northwest Arkansas Naturals,Double-A,Runners at 1st & 2nd,20,18,,5,0,0,1,7,1,2,,,1,.278,.350,.444,.794
Omaha Storm Chasers,Triple-A,Runners at 1st & 3rd,3,1,,1,1,0,0,4,0,0,,,0,1.000,.333,2.000,2.333
Northwest Arkansas Naturals,Double-A,Runners at 1st & 3rd,10,9,,2,0,0,1,6,0,3,,,0,.222,.200,.556,.756
Omaha Storm Chasers,Triple-A,Runner at 2nd,30,27,,8,3,0,0,6,3,4,,,0,.296,.367,.407,.774
Northwest Arkansas Naturals,Double-A,Runner at 2nd,33,29,,8,0,0,2,7,4,6,,,0,.276,.364,.483,.847
Omaha Storm Chasers,Triple-A,Runners at 2nd & 3rd,11,10,,3,0,0,1,6,1,2,,,0,.300,.364,.600,.964
Northwest Arkansas Naturals,Double-A,Runners at 2nd & 3rd,9,7,,2,1,0,0,3,0,3,,,1,.286,.333,.429,.762
Omaha Storm Chasers,Triple-A,Runner at 3rd,14,12,,2,0,0,1,3,2,4,,,0,.167,.286,.417,.703
Northwest Arkansas Naturals,Double-A,Runner at 3rd,6,6,,3,1,0,0,5,0,0,,,0,.500,.500,.667,1.167
Omaha Storm Chasers,Triple-A,Scoring Position,80,69,,19,5,0,4,29,8,18,,,0,.275,.338,.522,.860
Northwest Arkansas Naturals,Double-A,Scoring Position,88,77,,22,2,0,4,36,5,15,,,2,.286,.330,.468,.798
