BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,3,2,0,0,2,2,0,.143,.492
TurnerSS,5,1,2,0,0,1,0,.333,1.111
"Freeman, F1B",4,0,3,2,0,1,0,.357,1.286
"Smith, W.D.C",3,0,0,1,0,1,3,.188,.489
Muncy3B,3,0,0,0,1,2,2,.286,.946
"Turner, JDH",3,0,1,0,1,0,4,.154,.467
"Thompson, TCF-LF",4,0,1,0,0,1,1,.154,.467
"Taylor, ChLF",3,0,0,0,0,3,3,.000,.000
a-BellingerPH-CF,1,0,0,0,0,0,0,.143,.286
Lux2B,4,0,0,0,0,2,2,.231,.539
,33,3,7,3,4,13,15,,
