BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KimSS,5,1,1,1,0,2,1,.192,.608
"Soto, JRF",4,1,1,1,0,1,0,.250,.586
"Machado, M3B",4,0,2,0,0,1,2,.296,.980
DruryDH,4,0,0,0,0,0,4,.067,.134
Cronenworth2B,4,0,2,2,0,2,0,.241,.586
Myers1B,3,0,0,0,1,2,2,.087,.342
ProfarLF,3,1,1,0,1,1,2,.280,.800
GrishamCF,3,1,1,0,1,2,0,.381,1.329
"Nola, AuC",3,1,1,1,1,1,2,.381,.916
,33,5,9,5,4,12,13,,
