BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,2,0,0,0,2,1,2,.213,.794
Hoskins1B,4,0,0,0,0,2,2,.248,.803
HarperDH,4,0,0,0,0,2,2,.299,.932
Bohm3B,4,1,2,1,0,0,1,.289,.734
MarshCF,3,0,0,0,1,1,2,.239,.664
Segura2B,4,0,1,0,0,2,2,.281,.748
StottSS,4,0,0,0,0,2,3,.235,.657
"Maton, NRF",2,0,0,0,0,1,1,.281,1.005
a-RealmutoPH-C,1,1,1,1,1,0,0,.269,.812
StubbsC,2,0,0,0,0,1,0,.287,.879
b-VierlingPH-RF,2,0,0,0,0,2,2,.234,.618
,32,2,4,2,4,14,17,,
