PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"White, M",4.2,6,1,1,1,3,0,3.93
Bruihl,1.1,0,0,0,1,1,0,3.57
"Phillips, E(W, 2-3)",1.1,0,0,0,0,1,0,1.80
"Vesia(H, 7)",0.2,1,0,0,1,1,0,3.28
"Kimbrel(S, 14)",1.0,0,0,0,0,2,0,3.96
,9.0,7,1,1,3,8,0,
