BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,1,0,0,1,2,.253,.804
LindorSS,4,0,0,0,0,1,3,.250,.759
McNeil2B,4,1,2,0,0,0,1,.349,.901
AlonsoDH,4,1,2,1,0,0,2,.260,.761
"Smith, Do1B",4,0,1,2,0,2,2,.244,.651
CanhaLF,3,0,1,0,0,0,1,.338,.805
"Davis, J3B",2,0,0,0,1,0,1,.188,.646
Guillorme3B,0,0,0,0,0,0,0,.242,.708
JankowskiRF,3,0,0,0,0,0,1,.321,.727
McCannC,3,0,2,0,0,0,1,.191,.576
,31,3,9,3,1,4,14,,
