PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Carrasco(W, 2-1)",8.0,6,0,0,2,5,0,3.30
"Lugo(S, 2)",1.0,1,0,0,0,0,0,3.48
,9.0,7,0,0,2,5,0,
