PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cole,5.2,4,3,3,1,6,2,5.59
"Green(L, 0-1)",1.0,0,1,0,1,0,0,0.00
Loáisiga,0.1,2,1,1,0,0,1,2.45
"Peralta, Wa",1.0,2,1,1,0,0,0,3.38
Sears,1.0,0,0,0,0,1,0,0.00
,9.0,8,6,5,2,7,3,
