BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Greene, RCF",3,0,1,0,1,2,1,.257,.696
"Castro, WRF",4,0,1,0,0,1,3,.243,.643
"Báez, JSS",4,0,1,0,0,2,2,.231,.643
HaaseC,4,0,2,0,0,0,1,.256,.754
Torkelson1B,4,0,0,0,0,0,3,.207,.612
CandelarioDH,3,0,0,0,0,1,0,.203,.618
Kreidler3B,3,0,0,0,0,0,0,.233,.661
Schoop2B,3,0,0,0,0,1,0,.200,.547
"Reyes, VLF",3,0,1,0,0,1,0,.270,.670
,31,0,6,0,1,8,10,,
