Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toledo Mud Hens,Triple-A,vs Left,2,1,,1,1,0,0,0,1,0,,,0,1.000,1.000,2.000,3.000
West Michigan Whitecaps,High-A,vs Left,2,2,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,vs Right,9,8,,1,0,0,0,0,1,0,,,0,.125,.222,.125,.347
West Michigan Whitecaps,High-A,vs Right,7,5,,3,1,0,0,0,2,0,,,0,.600,.714,.800,1.514
