Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toledo Mud Hens,Triple-A,Bases Empty,8,8,,2,1,0,0,0,0,0,,,0,.250,.250,.375,.625
West Michigan Whitecaps,High-A,Bases Empty,2,1,,1,1,0,0,0,1,0,,,0,1.000,1.000,2.000,3.000
West Michigan Whitecaps,High-A,Runner at 1st,2,2,,2,0,0,0,0,0,0,,,0,1.000,1.000,1.000,2.000
Toledo Mud Hens,Triple-A,Runners at 1st & 2nd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
West Michigan Whitecaps,High-A,Runners at 1st & 2nd,2,1,,0,0,0,0,0,1,0,,,0,.000,.500,.000,.500
West Michigan Whitecaps,High-A,Runners at 1st & 3rd,3,3,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,Runner at 2nd,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Toledo Mud Hens,Triple-A,Runners at 2nd & 3rd,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Toledo Mud Hens,Triple-A,Scoring Position,3,1,,0,0,0,0,0,2,0,,,0,.000,.667,.000,.667
West Michigan Whitecaps,High-A,Scoring Position,5,4,,0,0,0,0,0,1,0,,,0,.000,.200,.000,.200
