BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,2,1,0,0,2,.301,.991
"Freeman, F1B",2,1,0,0,2,2,1,.307,.887
TurnerSS,4,0,1,1,0,1,1,.298,.809
"Smith, W.D.C",3,0,0,1,0,0,1,.244,.737
RiosDH,4,0,1,0,0,2,0,.278,.858
"Turner, J3B",4,0,4,0,0,0,0,.224,.666
BellingerCF,3,0,0,0,1,2,3,.221,.696
"Taylor, ChLF",4,0,0,0,0,1,5,.253,.797
Lux2B,3,1,2,0,0,1,2,.271,.703
a-AlbertoPH-2B,1,0,0,0,0,0,1,.229,.537
,32,3,10,3,3,9,16,,
