PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Carrasco(L, 7-2)",4.2,9,5,5,1,7,2,3.93
Reed,0.2,2,3,3,2,1,2,7.36
Shreve,2.0,3,3,3,1,3,1,4.70
Williams,0.2,1,0,0,0,1,0,3.51
,8.0,15,11,11,4,12,5,
