Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,VSL Mariners,,ROK,P,12,12,66.2,12,3,8,1,0,,.917
2015,AZL Mariners,AZL,ROK,P,12,3,37.1,10,2,6,2,0,,.800
2016,Clinton LumberKings,MID,A(Full),P,17,13,84.1,17,3,14,0,1,,1.000
2017,2 Teams,,Minors,P,27,24,145.1,37,16,17,4,1,,.892
2017,2 Teams,,Minors,P,27,24,145.1,37,16,17,4,1,,.892
2017,Modesto Nuts,CAL,A(Adv),P,19,18,100.0,22,12,9,1,1,,.955
2017,Jupiter Hammerheads,FSL,A(Adv),P,8,6,45.1,15,4,8,3,0,,.800
2017,2 Teams,,A(Adv),P,27,24,145.1,37,16,17,4,1,,.892
2018,2 Teams,,Minors,P,12,12,62.1,16,5,10,1,1,,.938
2018,2 Teams,,Minors,P,12,12,62.1,16,5,10,1,1,,.938
2018,Jacksonville Jumbo Shrimp,SOU,AA,P,8,8,43.2,10,3,6,1,0,,.900
2018,New Orleans Baby Cakes,PCL,AAA,P,4,4,18.2,6,2,4,0,1,,1.000
2019,2 Teams,,Minors,P,5,5,14.1,3,1,2,0,0,,1.000
2019,2 Teams,,Minors,P,5,5,14.1,3,1,2,0,0,,1.000
2019,Jacksonville Jumbo Shrimp,SOU,AA,P,3,3,5.0,2,1,1,0,0,,1.000
2019,New Orleans Baby Cakes,PCL,AAA,P,2,2,9.1,1,0,1,0,0,,1.000
2021,Jacksonville Jumbo Shrimp,INT,AAA,P,2,2,5.0,0,0,0,0,0,,.000
,2 Teams,,ROK,P,24,15,104.0,22,5,14,3,0,,.864
,2 Teams,,AAA,P,8,8,33.0,7,2,5,0,1,,1.000
,Jacksonville Jumbo Shrimp,INT,AA,P,11,11,48.2,12,4,7,1,0,,.917
,2 Teams,,A+,P,27,24,145.1,37,16,17,4,1,,.892
,Clinton LumberKings,MID,A,P,17,13,84.1,17,3,14,0,1,,1.000
,8 Teams,,Minors,P,87,71,415.1,95,30,57,8,3,,.916
Career Minors,8 Teams,,,P,87,71,415.1,95,30,57,8,3,,.916
