BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,5,1,2,1,1,2,3,.238,.703
Devers3B,4,0,0,0,1,1,3,.310,.953
BogaertsSS,5,2,1,0,0,1,2,.310,.833
VerdugoRF,5,2,3,0,0,1,1,.272,.701
MartinezDH,4,0,1,2,0,3,2,.281,.792
Hosmer1B,2,0,0,0,0,1,2,.268,.725
Dalbec1B,3,0,0,0,0,3,2,.203,.642
Arroyo2B,5,1,2,3,0,2,2,.273,.754
PlaweckiC,5,0,1,0,0,0,2,.177,.508
"Duran, JaCF",3,1,1,1,0,1,0,.229,.677
"a-Davis, JaPH",1,0,0,0,0,1,1,.333,.798
,42,7,11,7,2,16,20,,
