BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Albies2B,5,1,1,1,0,1,0,.213,.870
Olson1B,4,1,3,0,0,1,0,.452,1.280
Riley3B,4,1,2,0,0,2,2,.273,.896
OzunaDH,4,0,0,0,0,1,4,.292,.904
DuvallCF,4,0,0,1,0,1,2,.238,.652
d'ArnaudC,4,0,2,1,0,0,0,.273,.658
ArciaLF,2,0,0,0,0,2,0,.267,.600
"a-Rosario, EPH-LF",2,0,1,0,0,0,1,.065,.268
HerediaRF,3,1,1,1,0,1,2,.214,.767
"b-Dickerson, APH",1,0,0,0,0,1,0,.048,.178
SwansonSS,4,0,0,0,0,2,1,.143,.455
,37,4,10,4,0,12,12,,
