PITCHERS - MIL,IP,H,R,ER,BB,SO,HR,ERA
"Burnes(W, 5-4)",7.0,2,0,0,2,10,0,2.31
"Williams, D(H, 16)",1.0,0,0,0,0,1,0,2.33
"Hader(S, 20)",1.0,1,0,0,0,1,0,0.87
,9.0,3,0,0,2,12,0,
