BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,3,1,0,0,1,0,1,.322,.878
JudgeCF-RF,4,1,2,0,0,2,1,.288,.910
Rizzo1B,4,0,1,0,0,0,2,.281,1.106
StantonRF,3,1,2,3,0,1,0,.242,.640
1-LocastroPR-CF,0,0,0,0,0,0,0,.200,1.000
DonaldsonDH,3,0,1,0,1,1,0,.194,.670
Torres2B,4,0,0,0,0,2,4,.212,.628
GalloLF,4,1,1,1,0,3,2,.161,.540
Kiner-FalefaSS,3,1,1,0,0,0,0,.298,.696
TrevinoC,3,0,0,0,0,0,1,.238,.559
,31,5,8,4,2,9,11,,
