PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montgomery,5.2,4,2,2,0,4,1,2.70
"King(W, 2-0)",2.1,1,0,0,1,2,0,0.69
"Holmes(S, 2)",1.0,0,0,0,0,2,0,0.93
,9.0,5,2,2,1,8,1,
