BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",5,1,3,0,0,1,1,.272,.809
France1B,3,0,0,1,1,1,2,.287,.796
WinkerLF,4,0,0,0,1,1,3,.225,.710
HanigerDH,5,1,1,0,0,1,4,.276,.767
"Crawford, JSS",5,0,0,0,0,1,2,.257,.691
"Suárez, E3B",3,1,2,1,1,0,0,.228,.769
Frazier2B,2,0,0,1,0,0,2,.248,.632
RaleighC,3,0,0,0,1,2,1,.207,.745
LambRF,2,0,0,0,0,0,2,.232,.732
"a-Moore, DPH-RF",1,0,1,0,0,0,0,.203,.729
b-SantanaPH,1,0,0,0,0,0,0,.197,.672
HaggertyRF,0,0,0,0,0,0,0,.310,.848
,34,3,7,3,4,7,17,,
