BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,4,1,0,0,1,3,1,.249,.717
VerdugoRF,4,3,3,1,1,1,0,.287,.742
BogaertsSS,4,3,2,0,1,0,1,.310,.838
Devers3B,5,2,2,3,0,2,3,.288,.877
MartinezDH,4,0,1,0,1,2,4,.271,.767
Arroyo2B-1B,4,0,2,3,1,0,1,.289,.760
Cordero1B,2,0,0,0,1,1,1,.225,.712
"b-Hernández, KPH-2B",2,0,1,1,0,1,2,.219,.628
RefsnyderCF,4,0,2,1,1,0,0,.310,.879
PlaweckiC,2,0,0,0,0,0,0,.216,.566
a-McGuirePH-C,2,0,0,0,0,1,5,.263,.626
,37,9,13,9,7,11,18,,
