BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaDH,2,0,0,0,1,1,0,.000,.333
a-FrazierPH-DH,1,1,1,0,0,0,0,1.000,3.000
Madrigal2B,3,0,0,0,1,1,2,.000,.250
ContrerasC,3,1,0,0,0,1,2,.000,.250
HappLF,4,0,3,2,0,0,0,.750,2.000
Schwindel1B,4,0,0,0,0,0,3,.000,.000
"Suzuki, SRF",2,1,1,0,2,1,0,.500,1.250
HeywardCF,4,1,2,0,0,0,2,.500,1.000
Wisdom3B,3,0,0,1,0,2,4,.000,.000
HoernerSS,3,1,1,2,0,1,0,.333,1.666
,29,5,8,5,4,7,13,,
