BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
CarlsonRF,5,0,1,0,0,1,3,.214,.559
Goldschmidt1B,4,0,0,0,0,0,1,.160,.500
O'NeillLF,3,1,1,0,1,0,1,.280,.773
Arenado3B,3,1,1,0,1,0,1,.423,1.538
DickersonDH,3,0,1,1,1,0,2,.182,.432
DeJongSS,4,0,1,1,0,0,3,.190,.673
BaderCF,4,0,1,0,0,1,2,.259,.656
KniznerC,4,0,1,0,0,3,1,.417,1.212
Edman2B,4,0,1,0,0,1,2,.348,1.206
,34,2,8,2,3,6,16,,
