Year,Pitch Type,#,%,PA,AB,H,1B,2B,3B,HR,SO,BBE,BA,XBA,SLG,XSLG,WOBA,XWOBA,EV,LA,Whiff%,PutAway%
2022,Fastballs,"1,246",55.9,315,282,74,58,12,0,4,63,219,.262,.262,.348,.371,.310,.319,92.7,1,14.4,18.0
2022,Breaking,774,34.8,186,170,39,25,9,3,2,51,120,.229,.239,.353,.342,.284,.287,88.8,14,31.6,18.5
2022,Offspeed,207,9.3,59,53,10,6,3,0,1,8,46,.189,.219,.302,.308,.248,.271,89.4,1,19.1,10.5
2021,Fastballs,859,56.1,221,198,54,42,9,0,3,44,155,.273,.257,.364,.371,.314,.312,93.6,1,14.7,18.4
2021,Breaking,470,30.7,116,108,24,15,7,0,2,28,81,.222,.254,.343,.389,.265,.299,87.1,10,27.5,19.2
2021,Offspeed,203,13.3,59,56,15,8,4,2,1,15,41,.268,.207,.464,.320,.326,.253,83.1,-6,29.1,21.1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
