PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"Quantrill(W, 13-5)",5.1,9,3,3,1,2,1,3.56
"Sandlin(H, 7)",1.1,1,1,1,0,0,0,2.25
"Hentges(S, 1)",2.1,0,0,0,0,2,0,2.51
,9.0,10,4,4,1,4,1,
